id,peso,entrada_tsotsil,tipo_abreviado,tipo_palabra,categoria_general,traduccion_espanol,uso_o_ejemplo,region_abreviada,region,vease,nota_parentesis,transcripcion_original
4225,117,sue,s,sustantivo,sustantivo,"tapa, corcho. Scan sue li",,,,,,"sue s tapa, corcho. Scan sue li limetae yu'un ta xmal li jo'e. La botella necesita un corcho porque el líquido se está tirando."
4226,117,ta suc,vt,verbo transitivo,verbo,lo tapa,,,,,,ta suc vt lo tapa
4227,117,sue,s,sustantivo,sustantivo,una clase de arbusto de espina,,,,,,sue s una clase de arbusto de espina
4228,117,sucte! na,,,variante dialectal,ramada sucbil,,Cham; Zin,Chamula; Zinacantán,axna,,sucte! na Cham ramada Zin sucbil yanal te! Véase axna
4229,117,such'al-be,,,variante dialectal,chapopote Véase,,Zin,Zinacantán,bonob-be,,such'al-be Zin chapopote Véase bonob-be
4230,117,sujom,adv,adverbio,adverbio,"activamente, apuradamente.",Li vinic lee toj sujom x'abtej.,,,,,"sujom adv activamente, apuradamente. Li vinic lee toj sujom x'abtej. Ese hombre trabaja muy apuradamente"
4231,117,ta suj,vr,verbo reflexivo,verbo,lo apura,,,,,,ta suj vr lo apura
4232,117,sun,s,sustantivo,sustantivo,"girasol, mirasol. Li snich li",Li snich li sune lec muc'tic schituc lec cton.,,,,,"sun s girasol, mirasol. Li snich li sune lec muc'tic schituc lec cton. La flor del girasol es grande y de color amarillo."
4233,117,sunul,s,sustantivo,sustantivo,colmena de abeja negra. Li,Li sunule xac' sna ta lumtic mi ta ch'ut-ch'en.,Ch'en,Chenalhó,,,sunul s colmena de abeja negra. Li sunule xac' sna ta lumtic mi ta ch'ut-ch'en. La colmena de abeja negra se encuentra en la tierra o pegada a una peña.
4234,117,sup,,,variante dialectal,gato,,Cham,Chamula,bolomal na,,sup Cham gato Véase bolomal na
4235,117,supul,s,sustantivo,sustantivo,mariposita. Li supule ja' lec,Li supule ja' lec xa'i xnaqui ta ixim.,,,,,supul s mariposita. Li supule ja' lec xa'i xnaqui ta ixim. A la mariposita le gusta vivir en el maíz. suqluel yn lavar trastes. Sctan suq'uel li limetae yu'un toj ic'. La botella necesita lavarse porque está muy sucia.
4236,117,ta suet,vr,verbo reflexivo,verbo,lo lava (trastes),,,,,trastes,ta suet vr lo lava (trastes) ta suctomaj_vi está lavando
4237,117,(trastes),,,variante dialectal,ta suctumaj,,Ch'en,Chenalhó,,trastes,(trastes) Chen. ta suctumaj svinajeb
4238,117,surto clobil,,,variante dialectal,la mano izquierda,Li naxe i'ay cha'sutel ta cuch si'.,Zin,Zinacantán,tstet c'obil sutel yn regresar; nc viajes,,surto clobil Zin la mano izquierda Véase tstet c'obil sutel yn regresar; nc viajes. Li naxe i'ay cha'sutel ta cuch si'. Hoy fue a traer dos viajes de leña.
4239,117,sut,s,sustantivo,sustantivo,vuelto,,,,,,"sut s vuelto ta sut ví regresa ta sutes ví lo devuelve, lo restituye ta sutes yo'on se arrepiente"
4240,117,sutub-ic',s,sustantivo,sustantivo,torbellino. Li c'aluc ja',Li c'aluc ja' xa yual li mayoe ta xa xlic vinajue li sutub-iq'ue.,,,¡et,,sutub-ic' s torbellino. Li c'aluc ja' xa yual li mayoe ta xa xlic vinajue li sutub-iq'ue. En el mes de mayo empiezan los torbellinos. Véase ¡et
4241,117,suyton,s,sustantivo,sustantivo,pedernal,,,,ton,,suyton s pedernal Véase ton
4242,117,svaquibal,s,sustantivo,sustantivo,sexto. Li vinique ja! xa,Li vinique ja! xa svaquibal svacax li la smane.,,,vaquib,,svaquibal s sexto. Li vinique ja! xa svaquibal svacax li la smane. Esta vaca es la sexta que compró el hombre. Véase vaquib
4243,117,svaruxal,s,sustantivo,sustantivo,escama,,,,,,svaruxal s escama
4244,117,svayeb,s,sustantivo,sustantivo,"su cama, su cuna; lugar",Sc'an ch'ubael li svayeb li vinique yu'un po'ot xa chtal vayuc.,Ch'en,Chenalhó,vayel,,"svayeb s su cama, su cuna; lugar donde duerme, su recámara. Sc'an ch'ubael li svayeb li vinique yu'un po'ot xa chtal vayuc. Hay que componer la cama de aquel hombre, porque ya va a venir a dormir. Ch'en svayab Véase vayel"
4245,117,svayijel,s,sustantivo,sustantivo,su nagual,,,,vayijelil,,svayijel s su nagual Véase vayijelil
4246,117,sva'lej,s,sustantivo,sustantivo,"tamaño, altura, estatura (de",Li querem vinic li'i staoj xa sva'lej.,,,valal,de personas; ya no va a crecer más,"sva'lej s tamaño, altura, estatura (de personas). Li querem vinic li'i staoj xa sva'lej. Este joven ya tiene la estatura definitiva (ya no va a crecer más). Véase valal"
4247,117,svelobil,s,sustantivo,sustantivo,"soplador. Li lili ja""","Li lili ja"" svelobil ctoct.",,,,,"svelobil s soplador. Li lili ja"" svelobil ctoct. Este soplador es para"
4248,117,avivar el fuego.,,,variante dialectal,svelubil,,Ch'en,Chenalhó,velel,,avivar el fuego. Ch'en svelubil Véase velel
4249,117,"sventa, scuenta",prep,preposición,preposición,"respecto a, para",Li q'uib li'i ja! sventa scuchobil ca'al.,,,venta,,"sventa, scuenta prep respecto a, para, acerca de, por. Li q'uib li'i ja! sventa scuchobil ca'al. Este cántaro es para cargar el agua. Véase venta"
4250,117,svetel,s,sustantivo,sustantivo,su comida. Chba cac'be,,,,vetel,,svetel s su comida. Chba cac'be svetel li jtote yu'un nom li bu yacal ta abtele. Me voy a dejarle la comida a mi papá porque está trabajando lejos. Véase vetel
4251,117,svinajeb,s,sustantivo,sustantivo,"prueba, seña. Li svinajeb","Li svinajeb ti ja! laj yelc'an li jun coxtal cajvele, ja! li xocol coxtal li tey ijtacutic ta snae.",Ixt,Ixtapa,,,"svinajeb s prueba, seña. Li svinajeb ti ja! laj yelc'an li jun coxtal cajvele, ja! li xocol coxtal li tey ijtacutic ta snae. La prueba de que svitonal jnue'tic él se robó el costal de café es que hallamos el costal vacío en su casa. Ixt— svinab"
4252,118,svitonal jnuc'tic,s,sustantivo,sustantivo,úvula,,,,,,svitonal jnuc'tic s úvula
4253,118,svix,s,sustantivo,sustantivo,su hermana mayor,,,,vixil,,svix s su hermana mayor Véase vixil
4254,118,svixil tseb Ch/en,,,variante dialectal,hija mayor,,Zin,Zinacantán,vixil antsil olil,,"svixil tseb Ch/en, Zin hija mayor Véase vixil antsil olil"
4255,118,svoc,s,sustantivo,sustantivo,espuma. Li uctume oy ep,Li uctume oy ep svoc yu'un yacal ta xnoj talel.,,,vocamel,,svoc s espuma. Li uctume oy ep svoc yu'un yacal ta xnoj talel. El río trae mucha espuma porque está creciendo. Véase vocamel
4256,118,svoctolil vinajel,,,variante dialectal,obsidiana,,Ch'en,Chenalhó,xic' xulem,,svoctolil vinajel Ch'en obsidiana Véase xic' xulem
4257,118,svochemal,s,sustantivo,sustantivo,ampolla svuchemal,,Zin,Zinacantán,,,svochemal s ampolla Zin svuchemal
4258,118,svoloquil,s,sustantivo,sustantivo,grumos,,,,sjomemal,,svoloquil s grumos svomenal Ch/en rompimiento Véase sjomemal
4259,118,svomolal,s,sustantivo,sustantivo,medicina (para curar una,,,,vomol,para curar una enfermedad; de personas,"svomolal s medicina (para curar una enfermedad), remedio svomol su medicina (de personas) Véase vomol"
4260,118,svomolil,,,variante dialectal,"abertura, agujero",,Ch'en; Zin,Chenalhó; Zinacantán,sjomolil,,"svomolil Ch!en, Zin abertura, agujero svomolil jni'tic la ventana de la naríz Véase sjomolil"
4261,118,svonito sjol,,,variante dialectal,gorro,,Ch'en,Chenalhó,sna jolil,,svonito sjol Ch'en gorro Véase sna jolil
4262,118,svoq!uel,s,sustantivo,sustantivo,nacimiento,,,,voq'uel,,svoq!uel s nacimiento Véase voq'uel
4263,118,svosal sni',s,sustantivo,sustantivo,bozal,,,,,,svosal sni' s bozal
4264,118,svosinil Ck!'en bozal,cp,comparación / compárese,comparación / compárese,svosal sni',,,,xjaxjun,,svosinil Ck!'en bozal cp svosal sni' svosvun Ch/en resuella Véase xjaxjun
4265,118,svoy,s,sustantivo,sustantivo,"casco, pezuña. Li ca'e lec","Li ca'e lec muc' svoy, mu jechuc chac ctu cha'al svoy li te'tical chije.",,,voyal,,"svoy s casco, pezuña. Li ca'e lec muc' svoy, mu jechuc chac ctu cha'al svoy li te'tical chije. El caballo tiene los cascos grandes, no son como las pezuñas del venado. Véase voyal"
4266,118,svo'oy jchactic,,,variante dialectal,nalga Véase,,Cham,Chamula,sliclicul jchactic,,svo'oy jchactic Cham nalga Véase sliclicul jchactic
4267,118,svucubal,,,variante dialectal,el séptimo,,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,sjucubal,,"svucubal Cham, Ch'en, Zin el séptimo Véase sjucubal"
4268,118,svuch,,,variante dialectal,buche,,Cham,Chamula,yaw svoch!; yav yixim,,svuch Cham buche Véase yaw svoch!; yav yixim
4269,118,svuchemal,,,variante dialectal,ampolla Véase,,Zin,Zinacantán,svochemal,,svuchemal Zin ampolla Véase svochemal
4270,118,svun,,,variante dialectal,"su papel, su",,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,sjun; sjunal,,"svun Cham, Chen, Zin su papel, su libro svunal documento, acta Véase sjun; sjunal"
4271,118,svu'lel,,,variante dialectal,poder tsots,,Cham; Ch'en,Chamula; Chenalhó,sju'el,,"svu'lel Cham, Ch'en poder tsots 130 svu'el yich'oj es poderoso Véase sju'el"
4272,118,syalelal jo”,s,sustantivo,sustantivo,aguacero. Li yibel li,Li yibel li botile ta xbutsin ta sba syalelal jo.,,,yalel; jo' syame!; syaya,,syalelal jo” s aguacero. Li yibel li botile ta xbutsin ta sba syalelal jo. La cueza del frijol botil retoña con los primeros aguaceros. Véase yalel; jo' syame! Ch/en su abuelita Véase syaya
4273,118,syaveal,s,sustantivo,sustantivo,llave Ch/en syavial,,,,,,syaveal s llave Ch/en syavial
4274,118,"syaxal lumal, syaxal balumilal",s,sustantivo,sustantivo,,,,,yox,,"syaxal lumal, syaxal balumilal 5 abono Véase yox"
4275,118,syaxal banomil,,,variante dialectal,humedad Véase,,Cham,Chamula,j'ochel jo',,syaxal banomil Cham humedad Véase j'ochel jo'
4276,118,syaya,s,sustantivo,sustantivo,su abuelita,,,,ya,,syaya s su abuelita Véase ya
4277,118,syijil,s,sustantivo,sustantivo,"1. grosor, grueso. Li yoyal",Li yoyal nae sc'an co'ol syijil. | Li avie syijil xa u; lec xanbal ta actubaltic.,,,yij,de la luna,"syijil s 1. grosor, grueso. Li yoyal nae sc'an co'ol syijil. Los horcones de la casa necesitan estar del mismo grueso. 2. su mucha edad, su ancianidad. Ma'ue ta syijil ip. No es por la edad que está enfermo. 3. llena (de la luna). Li avie syijil xa u; lec xanbal ta actubaltic. Ahora hay luna llena y se puede caminar de noche. Véase yij"
4278,118,syuyal chtum,s,sustantivo,sustantivo,flor de calabaza,,,,ta sobaj,,"syuyal chtum s flor de calabaza TAS ta sabaj Ch/en se apresura, se apura Véase ta sobaj"
4279,118,ta sac-ch'ay,vi,verbo intransitivo,verbo,"se desaparece, se",Li alcampore ta sac-<h'ay ti mi mo' lec macal li slimetaile. | Li c'aluc lec chich' chuq'uel ta xavon li c'utile ta sacub.,,,ch'ayel ta sacub ví 1,,"ta sac-ch'ay vi se desaparece, se desvanece. Li alcampore ta sac-<h'ay ti mi mo' lec macal li slimetaile. El alcanfor se desvanece cuando la botella no está bien tapada. Véase ch'ayel ta sacub ví 1. se enblanquece, se pone blanco. Li c'aluc lec chich' chuq'uel ta xavon li c'utile ta sacub. Cuando la ropa se lava bien con jabón se enblanquece."
4280,118,"2. amanece, se pone claro",,,variante dialectal,ta,,Cham,Chamula,sac 131 ta sacub sjol se encanece; sac,,"2. amanece, se pone claro Cham ta sacub tal, sac xa talel, yaloj xa sba ta sacub Véase sac 131 ta sacub sjol se encanece Véase sac"
4281,119,ta sacubtas,vr,verbo reflexivo,verbo,"lo enblanquece, lo",Li xavone ta sacubtas li ctutile.,,,sac,,"ta sacubtas vr lo enblanquece, lo ilumina. Li xavone ta sacubtas li ctutile. El jabón emblanquece la ropa. Véase sac"
4282,119,ta salbun,,,variante dialectal,lo raspa,,Cham,Chamula,ta sjos,,ta salbun Cham lo raspa Véase ta sjos
4283,119,ta sap,vr,verbo reflexivo,verbo,"lo lava (verduras, frutas",Li antse ta sap isac' sventa ta slacan.,,,sapel,"verduras, frutas, etc.","ta sap vr lo lava (verduras, frutas, etc.). Li antse ta sap isac' sventa ta slacan. La señora lava las papas para ponerlas a cocer. ta sapomaj está lavando (verduras, frutas, etc.) Véase sapel"
4284,119,ta sap!,vi,verbo intransitivo,verbo,"se seca (madera, fruta",,,,,"madera, fruta, etc.","ta sap! vi se seca (madera, fruta, etc.). Isap' xa li tenel tete; mu xa bu toj ol. La tabla ya se secó un poco; ya no pesa mucho."
4285,119,ta satin,vi,verbo intransitivo,verbo,da fruto. Li te'el one ta,"Li te'el one ta satin. | Li vinique yacal ta sa' sca', pero mu sta ta sa'el.",,,"sat ta sa! ví lo busca; sa'el ta sa'be sctoplal lo investiga; sa'el ta sa'be sjol lo enoja; satel ta sa'be smul lo imputa, lo culpa; satel",,"ta satin vi da fruto. Li te'el one ta satin. El árbol de aguacate da su fruto. Véase sat ta sa! ví lo busca. Li vinique yacal ta sa' sca', pero mu sta ta sa'el. El hombre está buscando su caballo, pero no lo encuentra. Véase sa'el ta sa'be sctoplal lo investiga Véase sa'el ta sa'be sjol lo enoja Véase satel ta sa'be smul lo imputa, lo culpa Véase satel"
4286,119,ta salbe yoc,,,variante dialectal,lo rastrea,Li jyacubeletique ta sa'ic c'op mi yu'un ch'ayem xa yo'onic ta poxe. | Li buch'u ta xmilvane ta sa' smul.,Ixt,Ixtapa,"ta stlunbe yav yoc ta satic ctop se pelean; ctop; sa'el ta sa! smul peca, comete un delito; mulil; sa'el ta sa! ta ctop lo injuria; ctop; satel",,"ta salbe yoc Ixt lo rastrea Véase ta stlunbe yav yoc ta satic ctop se pelean. Li jyacubeletique ta sa'ic c'op mi yu'un ch'ayem xa yo'onic ta poxe. Los borrachos se pelean cuando toman demasiado. Véase ctop; sa'el ta sa! smul peca, comete un delito. Li buch'u ta xmilvane ta sa' smul. El que mata comete un delito. Véase mulil; sa'el ta sa! ta ctop lo injuria Véase ctop; satel"
4287,119,ta sbacubtas,vr,verbo reflexivo,verbo,lo tuesta: tostar. Li,Li antse ta sbacubtas yot.,,,bae,,ta sbacubtas vr lo tuesta: tostar. Li antse ta sbacubtas yot. La mujer tuesta su tortilla. Véase bae
4288,119,ta sbaj,vr,verbo reflexivo,verbo,"lo clava, lo abotona. Yacal",,,,bajel,,"ta sbaj vr lo clava, lo abotona. Yacal ta sbaj smoc li vinique. El hombre está clavando su cerco. Véase bajel"
4289,119,"ta sbaj, ta sbajan",,,variante dialectal,lo,,Cham; Ch'en,Chamula; Chenalhó,ta sp'aj,,"ta sbaj, ta sbajan Cham, Ch'en lo desprecia, lo odia, lo menosprecia ta sbeiltas ta sbaj sbaic se enemista Véase ta sp'aj"
4290,119,ta sbajes,,,variante dialectal,"lo deja caer, lo suelta:",,Cham,Chamula,ta sp'ajes ta sbaj ta cruz /x1 lo crucifica; ta sjoctan ta cruz,,"ta sbajes Cham lo deja caer, lo suelta: soltar Véase ta sp'ajes ta sbaj ta cruz /x1 lo crucifica Véase ta sjoctan ta cruz"
4291,119,ta sbaj ta moc,,,variante dialectal,lo encierra en el,Li juntote yacal ta sbal ch'ojon sventa ta schon.,Cham,Chamula,"ta slap ta sbal ví lo enrolla, lo tuerce: torcer, lo embara; balel",encerrar,"ta sbaj ta moc Cham lo encierra en el corral (encerrar) Véase ta slap ta sbal ví lo enrolla, lo tuerce: torcer, lo embara. Li juntote yacal ta sbal ch'ojon sventa ta schon. Mi tío está torciendo lazo para venderlo. ta sbal ta ach'el lo enloda Véase balel"
4292,119,ta sbal,,,variante dialectal,lo enrosca Véase,,Cham; Zin,Chamula; Zinacantán,ta stslot,,"ta sbal Cham, Zin lo enrosca Véase ta stslot"
4293,119,ta sbal<'ac'ta,,,variante dialectal,lo chamusca,,Ch'en,Chenalhó,ta sleb ta c!oc!,,ta sbal<'ac'ta Ch'en lo chamusca Véase ta sleb ta c!oc!
4294,119,ta sbal ch'ojon,,,variante dialectal,lo hila (ixtle),,Ixt; Zin,Ixtapa; Zinacantán,ta sch'ajnu,ixtle,"ta sbal ch'ojon Ixt, Zin lo hila (ixtle) Véase ta sch'ajnu"
4295,119,ta sbalch'un,vt,verbo transitivo,verbo,lo rueda: rodar. Li,Li vinique yacal ta sbalch'un li tone yu'un ja! tey ch-ech' li bee.,,,balel,,ta sbalch'un vt lo rueda: rodar. Li vinique yacal ta sbalch'un li tone yu'un ja! tey ch-ech' li bee. El hombre está rodando la piedra porque allí va a pasar el camino. Véase balel
4296,119,ta sbalin,vt,verbo transitivo,verbo,alivia (la enfermedad).,,,,bal,la enfermedad,ta sbalin vt alivia (la enfermedad). Schituc li vomol li'i ta sbalin li achamele. Con esta medicina vas a aliviarte de tu enfermedad. Véase bal
4297,119,ta sbarax<'ac'ta,,,variante dialectal,lo chamusca,,Cham; Ch'en,Chamula; Chenalhó,ta sp'oloxta; ta sleb ta c'oc!,,ta sbarax<'ac'ta Cham lo chamusca Ch'en ta sbarax-chic! Véase ta sp'oloxta; ta sleb ta c'oc!
4298,119,ta sbas,,,variante dialectal,lo cruza (río o camino),,Ch'en,Chenalhó,ta sp'asta,río o camino,ta sbas Ch'en lo cruza (río o camino) Véase ta sp'asta
4299,119,ta sbat'bat'ijes,vt,verbo transitivo,verbo,"lo aleja, lo retira.",,,,bat'bat'ijel,,"ta sbat'bat'ijes vt lo aleja, lo retira. Yacal ta sbat'bat'ijes ta ctoc! li smuc li unen tseube. La niña está alejando a su hermanito de la lumbre. Véase bat'bat'ijel"
4300,119,ta sbechbe taq'uin,,,variante dialectal,lo soborna,,Ch'en,Chenalhó,ta xetlesbe taq'uin,,ta sbechbe taq'uin Ch'en lo soborna Véase ta xetlesbe taq'uin
4301,119,ta sbech sctob Ixr,,,variante dialectal,señala con la,,Zin,Zinacantán,,,"ta sbech sctob Ixr, Zin señala con la"
4302,119,mano,,,variante dialectal,ta sbech<'obta Véase,,Ch'en,Chenalhó,ta sye! sctob,,mano Ch'en ta sbech<'obta Véase ta sye! sctob
4303,119,ta sbeiltas,vr,verbo reflexivo,verbo,"lo guía, lo conduce, lo",Mu jna' mi ta sbeiltas li viniquetic li'i li juntote yutun mu xojtaquinic li bee.,,,be,,"ta sbeiltas vr lo guía, lo conduce, lo encamina. Mu jna' mi ta sbeiltas li viniquetic li'i li juntote yutun mu xojtaquinic li bee. No sé si mi tío ta sbibinta va a conducir a estos hombres, porque ellos no conocen el camino. Véase be"
4304,120,ta sbibinta,,,variante dialectal,lo pulveriza Véase,,Ch'en,Chenalhó,ta splup'unta,,ta sbibinta Ch'en lo pulveriza Véase ta splup'unta
4305,120,ta sbic',vr,verbo reflexivo,verbo,"lo toma, lo traga. Li",Li jchamele octob ta sbic' li vomole.,,,biq'uel,,"ta sbic' vr lo toma, lo traga. Li jchamele octob ta sbic' li vomole. El enfermo va a tomar la medicina mañana. Véase biq'uel"
4306,120,ta sbic'tajes,vt,verbo transitivo,verbo,"lo achica, lo estrecha.",Li sme' li quereme yacal ta sbic'tajesbe li svex li yole.,,,biq'uit,,"ta sbic'tajes vt lo achica, lo estrecha. Li sme' li quereme yacal ta sbic'tajesbe li svex li yole. La mamá del niño está achicando el pantalón de su hijo. Véase biq'uit"
4307,120,ta sbic'tal-ctopon,vt,verbo transitivo,verbo,lo molesta con,Li jyacubele ta sbic'tal-c'opon li schitile.,,,,,"ta sbic'tal-ctopon vt lo molesta con palabras despectivas, groserías, insultos, ofensas. Li jyacubele ta sbic'tal-c'opon li schitile. El borracho está molestando a su amigo"
4308,120,con palabras despectivas.,,,variante dialectal,ta,,Ch'en,Chenalhó,biq'uit,,con palabras despectivas. Ch'en ta sbic'tal copan Véase biq'uit
4309,120,ta sbic'tal-toj,,,variante dialectal,lo abona,,Zin,Zinacantán,ta sutes j'o'loluc,,ta sbic'tal-toj Zin lo abona Véase ta sutes j'o'loluc
4310,120,ta sbies,vr,verbo reflexivo,verbo,le quita la cáscara p.ej.,Li tane ta sbies li panene.,,,biel,,ta sbies vr le quita la cáscara p.ej. del nixtamal. Li tane ta sbies li panene. La cal quita la cáscara del nixtamal. Jxt ta sbi Véase biel
4311,120,ta sbiiltas,vt,verbo transitivo,verbo,"le pone nombre, lo llama","Li snich'on li sjuntot li querem li'i, ta sbiiltas xa.",,,biinel,,"ta sbiiltas vt le pone nombre, lo llama por su nombre, lo bautiza. Li snich'on li sjuntot li querem li'i, ta sbiiltas xa. Ya le van a poner nombre al primo de este niño. Véase biinel"
4312,120,ta sbiin,vr,verbo reflexivo,verbo,"lo pone nombre, lo",,,,biinel,,"ta sbiin vr lo pone nombre, lo denomina, se va a llamar. ¡Manvel ta sbiin li unen li'i. Este niño se va a llamar Manuel. Véase biinel"
4313,120,ta sbijubtas,,,variante dialectal,lo instruye:,,Cham; Ch'en,Chamula; Chenalhó,ta sp'ijubtas,,"ta sbijubtas Cham, Chen. lo instruye: instruir, lo educa, lo enseña Véase ta sp'ijubtas"
4314,120,ta sbig'uitubtas,vr,verbo reflexivo,verbo,lo estrecha. Toj,,,,biq'uit,,"ta sbig'uitubtas vr lo estrecha. Toj jamal icom li ti'nae, sc'an ti ta xich' biq'uitubtasele. Quedó muy ancha la puerta; hay que estrecharla. Véase biq'uit"
4315,120,ta sbis,,,variante dialectal,lo mide: medir,,Cham; Ch'en,Chamula; Chenalhó,ta sp'is,,"ta sbis Cham, Ch'en lo mide: medir, lo pesa ta sbis sat se persigna Véase ta sp'is"
4316,120,ta sbites,,,variante dialectal,lo hace brincar,,Cham; Ch'en,Chamula; Chenalhó,ta sp'ites 132,,"ta sbites Cham, Ch'en lo hace brincar, salpica Véase ta sp'ites 132"
4317,120,ta sbits,vt,verbo transitivo,verbo,lo menea. Ta sbits sne li,Ta sbits sne li tstile.,,,bitsel,,ta sbits vt lo menea. Ta sbits sne li tstile. El perro menea la cola. Véase bitsel
4318,120,ta sbitsctuj,vi,verbo intransitivo,verbo,"se estira, se adelgaza",,,,bitsel,,"ta sbitsctuj vi se estira, se adelgaza Véase bitsel"
4319,120,ta sbitsomaj,vi,verbo intransitivo,verbo,brinca (como la,,,,bitsel,como la culebra cuando muere,ta sbitsomaj vi brinca (como la culebra cuando muere) Véase bitsel
4320,120,ta sbitsulan,vt,verbo transitivo,verbo,lo menea,Ta jboj ta cuchilu li beqluete.,,,"ta sbits ta sboj, ta sbojilan ví lo corta, lo repica; bojel",,"ta sbitsulan vt lo menea Véase ta sbits ta sboj, ta sbojilan ví lo corta, lo repica. Ta jboj ta cuchilu li beqluete. Voy a cortar la carne con el cuchillo. Véase bojel"
4321,120,ta sboj 1xt,,,variante dialectal,"lo corta, lo sega",,Zin,Zinacantán,ta stuch',,"ta sboj 1xt, Zin lo corta, lo sega Véase ta stuch'"
4322,120,ta sboles,,,variante dialectal,lo cría,,Cham; Ch'en,Chamula; Chenalhó,ta sp'oles,animales,"ta sboles Cham, Ch'en lo cría (animales), lo multiplica Véase ta sp'oles"
4323,120,ta sbon,vt,verbo transitivo,verbo,"lo pinta, lo tiñe: teñir. Ta",Ta sbon stsots li jme'e.,,,bonel,,"ta sbon vt lo pinta, lo tiñe: teñir. Ta sbon stsots li jme'e. Mi mamá tiñe la lana. ta sbon ta tan lo blanquea, lo encala Véase bonel"
4324,120,ta sbon,,,variante dialectal,lo unta,,Ixt,Ixtapa,ta stus,,ta sbon Ixt lo unta Véase ta stus
4325,120,ta sbon ta ach'el,,,variante dialectal,lo enloda,,Ch'en,Chenalhó,ta sbal ta ach'el ta sboroxta; ta sp'oloxta,,ta sbon ta ach'el Ch'en lo enloda Véase ta sbal ta ach'el ta sboroxta Ch/en lo chamusca Véase ta sp'oloxta
4326,120,ta sbosi,,,variante dialectal,lo tropieza:,,Cham; Ch'en,Chamula; Chenalhó,ta sp'osi,,"ta sbosi Cham, Ch'en lo tropieza: tropezar Véase ta sp'osi"
4327,120,ta sbots!,vr,verbo reflexivo,verbo,"lo zafa, lo saca. Li",Li vinique ta sbots' li oyetique yu'un ta scuch ech'el ta sna.,,,botstel ta sbots' loq'uel /xt lo extrae; ta spits loq'uel ta sbuch' 7xt lo chupa; ta schu'un; ta sbuts',,"ta sbots! vr lo zafa, lo saca. Li vinique ta sbots' li oyetique yu'un ta scuch ech'el ta sna. El hombre va a zafar los horcones para llevárselos a su casa. Véase botstel ta sbots' loq'uel /xt lo extrae Véase ta spits loq'uel ta sbuch' 7xt lo chupa Véase ta schu'un; ta sbuts'"
4328,120,ta sbul,vr,verbo reflexivo,verbo,lo arranca (plantas); lo,Li stuque yacal ta sbul chenect.,,,bulel,plantas; aves,ta sbul vr lo arranca (plantas); lo despluma (aves). Li stuque yacal ta sbul chenect. El está arrancando plantas de frijol. Véase bulel
4329,120,ta sbusan,vr,verbo reflexivo,verbo,lo amontona. Li,Li jchon-turasnue ta sbusan sturasnu ta balumil.,,,busul,,ta sbusan vr lo amontona. Li jchon-turasnue ta sbusan sturasnu ta balumil. Los que venden duraznos los amontonan en el suelo. Véase busul
4330,120,ta sbutq'uin,vr,verbo reflexivo,verbo,lo ladea. Li unen,"Li unen quereme la sbutq'uin li moche, itanij li sch'ixiquil ixime.",,,,,"ta sbutq'uin vr lo ladea. Li unen quereme la sbutq'uin li moche, itanij li sch'ixiquil ixime. El niño 133 ladeó la canasta y las mazorcas se regaron en el suelo."
4331,121,ta xbutquij,vi,verbo intransitivo,verbo,se cae,,,,,,ta xbutquij vi se cae
4332,121,ta sbutti,vr,verbo reflexivo,verbo,1. lo entierra: enterrar (no,Li vinique yacal ta sbut'i ta lum li c'a'epe yu'un chac' xcta'. | Ta sbut'i ta pucuc li schitil li biq'uit quereme.,,,but'ijel,no muy hondo,ta sbutti vr 1. lo entierra: enterrar (no muy hondo). Li vinique yacal ta sbut'i ta lum li c'a'epe yu'un chac' xcta'. El hombre está enterrando la basura para que se pudra. 2. le arroja p.ej. un puño de tierra. Ta sbut'i ta pucuc li schitil li biq'uit quereme. El niño le arroja un puño de tierra a su amigo. Véase but'ijel
4333,121,ta sbuts!,,,variante dialectal,lo besa,,Zin,Zinacantán,ta ststutstun,,ta sbuts! Zin lo besa Véase ta ststutstun
4334,121,ta sbuts!,vr,verbo reflexivo,verbo,lo chupa. Li unetique,Li unetique yacal ta sbuts' slobajelic.,,,butstel,,ta sbuts! vr lo chupa. Li unetique yacal ta sbuts' slobajelic. Los niños están chupando sus dulces. Véase butstel
4335,121,ta sbuts' sictol,,,variante dialectal,fuma cigarro,Li loc'oletique ta jcacan ta o'lol libro acto mu xch'ay.,Cham,Chamula,"ta sictalan ta scacan ví lo pone en medio, lo coloca en medio; cacal",,"ta sbuts' sictol Cham fuma cigarro Véase ta sictalan ta scacan ví lo pone en medio, lo coloca en medio. Li loc'oletique ta jcacan ta o'lol libro acto mu xch'ay. Voy a poner los retratos en medio del libro para que no se pierdan. Véase cacal"
4336,121,ta scach,vr,verbo reflexivo,verbo,lo pliega: plegar Véase,,,,cachel,,ta scach vr lo pliega: plegar Véase cachel
4337,121,ta scajan,vt,verbo transitivo,verbo,1. lo pone encima. Li,Li antse ta scajan ta ba mexa li ve'lile. | Li vinique ta scajan ta ba ca' li snich'one.,,,cajal,al caballo,ta scajan vt 1. lo pone encima. Li antse ta scajan ta ba mexa li ve'lile. La mujer pone la comida encima de la mesa. 2. lo sube (al caballo). Li vinique ta scajan ta ba ca' li snich'one. El hombre sube a su hijo al caballo. ta scajan ta sjol lo lleva en la cabeza Véase cajal
